CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
15526,FACULDADE UNIRB CEARÁ,F.CEARÁ,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
3757,FACULDADE SERRA DA MESA,FASEM,Privada,N,N,N,Faculdade,000000005221601,Uruaçu,GO,Ativa
3363,FACULDADE GUARAÍ,FAG,Privada,N,N,N,Faculdade,000000001709302,Guaraí,TO,Ativa
21982,Faculdade Integrada CETE,FIC,Privada,N,N,N,Faculdade,000000002606002,Garanhuns,PE,Ativa
338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Privada,S,S,N,Universidade,000000003106200,Belo Horizonte,MG,Ativa
22113,Faculdade Pitagoras Anhanguera de Santa Cruz do Sul,,Privada,N,N,N,Faculdade,000000004316808,Santa Cruz do Sul,RS,Extinta
5053,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO,FAETERJ PARACAMBI,Pública,N,N,N,Faculdade,000000003303609,Paracambi,RJ,Ativa
1279,FACULDADE DE ITÁPOLIS - FACITA,FACITA,Privada,N,N,N,Faculdade,000000003522703,Itápolis,SP,Ativa
22313,FACULDADE NOVE DE JULHO DE BAURU,NOVE-BAURU,Privada,N,N,N,Faculdade,000000003506003,Bauru,SP,Ativa
1624,FACULDADE MARECHAL RONDON,FMR,Privada,N,N,N,Faculdade,000000003550100,São Manuel,SP,Ativa
25613,ACADEMIA DE POLÍCIA MILITAR DE MINAS GERAIS,APM,Pública,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1502,FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ,null,Privada,N,N,N,Faculdade,000000003525904,Jundiaí,SP,Ativa
14724,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000004106902,Curitiba,PR,Ativa
728,FACULDADE DE CIÊNCIAS HUMANAS DE CURVELO,FACIC,Privada,N,N,N,Faculdade,000000003120904,Curvelo,MG,Ativa
25001,INSTITUTO GOIANO DE DIREITO,IGD,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
12547,FACITEN - FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE NATAL,FACITEN,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Ativa
13484,FACULDADE EUROPÉIA DE VITÓRIA,FAEV,Privada,N,N,N,Faculdade,000000003201308,Cariacica,ES,Ativa
3306,FACULDADE DE TECNOLOGIA IPUC,FATIPUC,Privada,N,N,N,Faculdade,000000004304606,Canoas,RS,Ativa
24996,Faculdade Uniavan Joinville,UNIAVAN,Privada,N,N,N,Faculdade,000000004209102,Joinville,SC,Ativa
21953,Instituto União das Faculdades Americanas,IUFA,Privada,N,N,N,Faculdade,000000005208004,Formosa,GO,Extinta
18099,Faculdade de Tecnologia de Diadema Luigi Papaiz,FATEC DIADEMA,Pública,N,N,N,Faculdade,000000003513801,Diadema,SP,Ativa
14622,FACULDADE UNIFTB,null,Privada,N,N,N,Faculdade,000000002807402,Tobias Barreto,SE,Ativa
22702,FACULDADE PITÁGORAS UNOPAR DE CHAPECÓ,,Privada,N,N,N,Faculdade,000000004204202,Chapecó,SC,Ativa
18735,Faculdade AGES de Lagarto,Faculdade AGES,Privada,N,N,N,Faculdade,000000002803500,Lagarto,SE,Ativa
18667,FACULDADE SANTO ANTÔNIO,FSA,Privada,N,N,N,Faculdade,000000003508504,Caçapava,SP,Ativa
668,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS,CIESA,Privada,N,N,N,Centro Universitário,000000001302603,Manaus,AM,Ativa
19850,FACULDADE MAURÍCIO DE NASSAU DE NITERÓI,FMN NITERÓI,Privada,N,N,N,Faculdade,000000003303302,Niterói,RJ,Extinta
2044,INSTITUTO SUPERIOR DE EDUCAÇÃO VALE DO SALGADO,IVS,Privada,N,N,N,Faculdade,000000002305407,Icó,CE,Extinta
1835,Faculdade de Colinas do Tocantins,null,Privada,N,N,N,Faculdade,000000001705508,Colinas do Tocantins,TO,Ativa
1356,CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL,UNIFUNEC,Pública,N,N,N,Centro Universitário,000000003546603,Santa Fé do Sul,SP,Ativa
18736,Escola Superior de Tecnologia & Gestão de Santa Catarina,EST&G,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,FAPE,Privada,N,N,N,Faculdade,000000003541307,Presidente Epitácio,SP,Ativa
166,"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO",,Privada,N,N,N,Faculdade,000000003159605,Santa Rita do Sapucaí,MG,Ativa
1257,"FACULDADE DE ADMINISTRAÇÃO, CIÊNCIAS, EDUCAÇÃO E LETRAS",FACEL,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
22627,Faculdade Abrange ABC,FABRANGE,Privada,N,N,N,Faculdade,000000003548708,São Bernardo do Campo,SP,Ativa
1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,Privada,N,N,N,Centro Universitário,000000004104808,Cascavel,PR,Ativa
23890,FACULDADES INTEGRADAS DE SAÚDE E EDUCAÇÃO DO BRASIL,FISEB,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
22566,Faculdade Metropolitana de Itacoatiara,FAMETRO,Privada,N,N,N,Faculdade,000000001301902,Itacoatiara,AM,Ativa
726,FACULDADE ESTADUAL DE FILOSOFIA CIÊNCIAS E LETRAS DE JACAREZINHO,FAFIJA,Pública,N,N,N,Faculdade,000000004111803,Jacarezinho,PR,Extinta
18158,FACULDADE MADALENA SOFIA,FMS,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
1525,FACULDADE DE CIÊNCIAS CONTÁBEIS DE AFONSO CLÁUDIO,ISEAC,Privada,N,N,N,Faculdade,000000003200102,Afonso Cláudio,ES,Extinta
152,FACULDADE DE CIÊNCIAS CONTÁBEIS,FACIC,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
2232,FACULDADE DE ADMINISTRAÇÃO E MARKETING DE BRASÍLIA,FAMA,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
627,FACULDADE CNEC VARGINHA,null,Privada,S,N,N,Faculdade,000000003170701,Varginha,MG,Ativa
13300,FACULDADE ADJETIVO CETEP,ADJETIVO-CETEP,Privada,N,N,N,Faculdade,000000003140001,Mariana,MG,Ativa
2454,FACULDADE MAFRENSE DE TURISMO E CIÊNCIAS HUMANAS DE TERESINA,FAMA,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Extinta
2133,"Faculdade de Ciências, Educação e Teologia do Norte do Brasil",FACETEN,Privada,N,N,N,Faculdade,000000001400100,Boa Vista,RR,Ativa
18956,Faculdade de Ciências e Tecnologia de Janaúba,FACITEC,Privada,N,N,N,Faculdade,000000003135100,Janaúba,MG,Ativa
622,FACULDADES INTEGRADAS SILVA E SOUZA,FAU,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,null,Privada,N,N,N,Faculdade,000000003549904,São José dos Campos,SP,Ativa
5403,CENTRO UNIVERSITÁRIO OPET,Uniopet,Privada,N,N,N,Centro Universitário,000000004106902,Curitiba,PR,Ativa
2500,FACULDADE EINSTEIN,null,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,UNDB,Privada,N,N,N,Centro Universitário,000000002111300,São Luís,MA,Ativa
12766,FACULDADE UNIÃO DE CAMPO MOURÃO,null,Privada,N,N,N,Faculdade,000000004104303,Campo Mourão,PR,Ativa
23877,"INSIDE - Instituto Superior para Integração, Desenvolvimento e Educação",INSIDE,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
916,FACULDADE ESTÁCIO DE TERESINA,ESTÁCIO TERESINA,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
2117,FACULDADE DE CIÊNCIA E TECNOLOGIA,FACITEC,Privada,N,N,N,Faculdade,000000004117909,Palotina,PR,Ativa
2944,FACULDADE ANHANGUERA DE ITABUNA,null,Privada,N,N,N,Faculdade,000000002914802,Itabuna,BA,Ativa
18734,Faculdade de Martinópolis,FAMA,Privada,N,N,N,Faculdade,000000003529203,Martinópolis,SP,Ativa
20328,FACULDADE DE ODONTOLOGIA DA APCD,FAOA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2575,FACULDADES INTEGRADAS SOARES DE OLIVEIRA,FISO,Privada,N,N,N,Faculdade,000000003505500,Barretos,SP,Ativa
19838,Faculdade Lusitana de Pernambuco,FALUP,Privada,N,N,N,Faculdade,000000002604007,Carpina,PE,Ativa
23177,Faculdade de Educação Superior de Catalão,,Privada,N,N,N,Faculdade,000000005205109,Catalão,GO,Ativa
18051,Faculdades de Ciências e Tecnologia do Nordeste LTDA,FACINE,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
4070,ESCOLA AGROTÉCNICA FEDERAL DE SALINAS,EAFSALINAS,Pública,N,N,N,Faculdade,000000003157005,Salinas,MG,Extinta
21687,FACULDADE ANHANGUERA ITABIRA,null,Privada,N,N,N,Faculdade,000000003131703,Itabira,MG,Ativa
34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,FATEC-SP,Pública,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
22425,FACULDADE ESAMC FRANCA,ESAMC FRANCA,Privada,N,N,N,Faculdade,000000003516200,Franca,SP,Ativa
5671,CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA,null,Privada,N,N,N,Centro Universitário,000000003302205,Itaperuna,RJ,Ativa
4024,FACULDADE DE TECNOLOGIA DE MOCOCA,FATEC,Pública,N,N,N,Faculdade,000000003530508,Mococa,SP,Ativa
15451,Faculdade de Direito de Ipatinga,FADIPA,Privada,N,N,N,Faculdade,000000003131307,Ipatinga,MG,Ativa
25476,Instituto do Sul de Santa Catarina,,Privada,N,N,N,Faculdade,000000004204608,Criciúma,SC,Ativa
403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Privada,S,S,N,Universidade,000000005300108,Brasília,DF,Ativa
2620,FACULDADE DE AMPÉRE,FAMPER,Privada,N,N,N,Faculdade,000000004101002,Ampére,PR,Ativa
2148,FACULDADE DE PALMAS,FAPAL,Privada,N,N,N,Faculdade,000000001721000,Palmas,TO,Ativa
23089,FACULDADE DE NOVA MUTUM,,Privada,N,N,N,Faculdade,000000005106224,Nova Mutum,MT,Ativa
13735,"FACULDADE DE TECNOLOGIA, CAPACITAÇÃO E GESTÃO INTEGRAL",FAINTEC,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
25656,INSTITUTO PLENITUDE EDUCAÇÃO,IPLENI,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
21200,Faculdade ISMD,ISMD,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
2346,INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER,IFIBE,Privada,N,N,N,Faculdade,000000004314100,Passo Fundo,RS,Ativa
12625,ESCOLA SUPERIOR DE AVIAÇÃO CIVIL,ESAC,Privada,N,N,N,Faculdade,000000002504009,Campina Grande,PB,Ativa
23012,Faculdade Liber de Porangatu,FacLiber,Privada,N,N,N,Faculdade,000000005218003,Porangatu,GO,Ativa
21788,Instituto de Desenvolvimento Educacional,IDE,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
14127,Faculdade Presidente Antônio Carlos de Campo Belo,FUNEES Campo Belo,Privada,N,N,N,Faculdade,000000003111200,Campo Belo,MG,Extinta
14243,Faculdade Presidente Antônio Carlos de Itabirito,,Privada,N,N,N,Faculdade,000000003131901,Itabirito,MG,Ativa
1440,INSTITUTO APHONSIANO DE ENSINO SUPERIOR,IAESUP,Privada,N,N,N,Faculdade,000000005221403,Trindade,GO,Ativa
25387,Faculdade Guerra,FAG,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
1753,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA,FACENE,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
1263,FACULDADE BEZERRA DE ARAÚJO,FABA,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
935,FACULDADE PAULISTA,null,Privada,N,N,N,Faculdade,000000003548708,São Bernardo do Campo,SP,Extinta
4096,Faculdade de Tecnologia FTEC de Porto Alegre,FTEC Porto Alegre,Privada,N,N,N,Faculdade,000000004314902,Porto Alegre,RS,Ativa
271,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada,N,N,N,Universidade,000000003541406,Presidente Prudente,SP,Ativa
3770,FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO,FTBSP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
4832,FACULDADE POLITÉCNICA DE TAUBATÉ,null,Privada,N,N,N,Faculdade,000000003554102,Taubaté,SP,Extinta
900,FACULDADE UNIRIO,null,Privada,N,N,N,Faculdade,000000001100205,Porto Velho,RO,Ativa
1030,Centro Universitário IBMEC,IBMEC,Privada,N,N,N,Centro Universitário,000000003304557,Rio de Janeiro,RJ,Ativa
757,Centro Universitário da Amazônia,Unama,Privada,N,N,N,Centro Universitário,000000001506807,Santarém,PA,Ativa
1785,FACULDADE DE COLIDER,FACIDER,Privada,N,N,N,Faculdade,000000005103205,Colíder,MT,Ativa
466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Privada,N,N,N,Universidade,000000003550308,São Paulo,SP,Ativa
15709,Faculdade de Tecnologia de Osasco - Prefeito Hirant Sanazar,Fatec Osasco,Pública,N,N,N,Faculdade,000000003534401,Osasco,SP,Ativa
22176,Faculdade ENAU,FacEnau,Privada,N,N,N,Faculdade,000000003543303,Ribeirão Pires,SP,Ativa
631,FACULDADE CNEC FARROUPILHA,null,Privada,S,N,N,Faculdade,000000004307906,Farroupilha,RS,Ativa
17887,Faculdade de Ciências Médicas de São José dos Campos,,Privada,N,N,N,Faculdade,000000003549904,São José dos Campos,SP,Ativa
1070,FACULDADE CNEC UNAÍ,null,Privada,S,N,N,Faculdade,000000003170404,Unaí,MG,Ativa
3159,FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS,SENAI -SC - CTAI,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
12421,FACULDADES COC DE SÃO PAULO,FACOCSP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
1479,FACULDADES INTEGRADAS TIBIRIÇÁ,FATI,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
270,FACULDADE DE TUPÃ,null,Privada,N,N,N,Faculdade,000000003555000,Tupã,SP,Ativa
21444,Faculdade Ágape de São Félix,,Privada,N,N,N,Faculdade,000000001507300,São Félix do Xingu,PA,Ativa
2613,Centro Universitário Estácio Meta de Rio Branco Estácio,UNIMETA,Privada,N,N,N,Centro Universitário,000000001200401,Rio Branco,AC,Ativa
3777,FACULDADE CURITIBANA,FAC,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
1589,FACULDADE DE CASCAVEL,FADEC,Privada,N,N,N,Faculdade,000000004104808,Cascavel,PR,Extinta
2566,INSTITUTO DE ENSINO SUPERIOR DE OLINDA,IESO,Privada,N,N,N,Faculdade,000000002609600,Olinda,PE,Ativa
1587,FACULDADE ANHANGUERA DE TANGARÁ DA SERRA,FITS,Privada,N,N,N,Faculdade,000000005107958,Tangará da Serra,MT,Ativa
20481,Faculdade de Bragança,FABRA,Privada,N,N,N,Faculdade,000000001501709,Bragança,PA,Ativa
781,FACULDADE ANHANGUERA DE RONDONÓPOLIS,FAR,Privada,N,N,N,Faculdade,000000005107602,Rondonópolis,MT,Ativa
1766,FACULDADE ESPÍRITO SANTENSE,UNICAPE,Privada,N,N,N,Faculdade,000000003201308,Cariacica,ES,Ativa
2014,FACULDADE SETELAGOANA DE CIÊNCIAS GERENCIAIS,FASCIG,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Extinta
22625,FACULDADE BOOKPLAY,null,Privada,N,N,N,Faculdade,000000003557105,Votuporanga,SP,Ativa
4868,FACULDADE HSM,null,Privada,N,N,N,Faculdade,000000003547502,Santa Rita do Passa Quatro,SP,Extinta
20548,FACULDADE UNINTA TIANGUA,null,Privada,N,N,N,Faculdade,000000002313401,Tianguá,CE,Ativa
1701,FACULDADE MACHADO DE ASSIS,FAMA,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
15001,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,Pública,N,N,N,Universidade,000000004108304,Foz do Iguaçu,PR,Ativa
3191,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTA CATARINA,ISESC,Privada,N,N,N,Instituto Superior ou Escola Superior,000000004209102,Joinville,SC,Extinta
13811,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,null,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
1790,FACULDADE DO SUL DA BAHIA,FASB,Privada,N,N,N,Faculdade,000000002931350,Teixeira de Freitas,BA,Ativa
25474,Faculdade Microlins,FAMIC,Privada,N,N,N,Faculdade,000000003511102,Catanduva,SP,Ativa
1545,FACULDADE DE BOITUVA,FIB,Privada,N,N,N,Faculdade,000000003507001,Boituva,SP,Ativa
17394,FACULDADE 05 DE JULHO,F5,Privada,N,S,N,Faculdade,000000002312908,Sobral,CE,Ativa
19739,Faculdade de Tecnologia de Campinas,FATEC CAMPINAS,Pública,N,N,N,Faculdade,000000003509502,Campinas,SP,Ativa
21275,Faculdade Anhanguera de Erechim,,Privada,N,N,N,Faculdade,000000004307005,Erechim,RS,Extinta
364,FACULDADE DE CIÊNCIAS CONTÁBEIS DE PONTE NOVA,FACE,Privada,N,N,N,Faculdade,000000003152105,Ponte Nova,MG,Extinta
2896,Centro Universitário SATC,UniSATC,Privada,N,N,N,Centro Universitário,000000004204608,Criciúma,SC,Ativa
22599,FACULDADE CECAPE,,Privada,N,N,N,Faculdade,000000002307304,Juazeiro do Norte,CE,Ativa
3397,"FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS",FBNCTSB,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
21654,Faculdade de Engenharia e Agrimensura de São Paulo,FEASP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1818,FACULDADE ANHANGUERA DE BELO HORIZONTE,null,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,FAEX,Privada,N,N,N,Faculdade,000000003125101,Extrema,MG,Ativa
1605,FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA,FANOVA,Privada,N,N,N,Faculdade,000000005006200,Nova Andradina,MS,Ativa
21693,Faculdade Anhanguera Franca,FAF,Privada,N,N,N,Faculdade,000000003516200,Franca,SP,Ativa
17875,Faculdade Católica de Belém,FACBEL,Privada,N,N,N,Faculdade,000000001500800,Ananindeua,PA,Ativa
17288,Faculdade Teológica Betânia,FATEBE,Privada,N,S,N,Faculdade,000000004106902,Curitiba,PR,Ativa
374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
5419,FACULDADE EVANGÉLICA DE TAGUATINGA,FE TAGUATINGA,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
24979,Instituto Brasil de Ensino Superior,IBRAS,Privada,N,N,N,Faculdade,000000004119905,Ponta Grossa,PR,Ativa
1038,FACULDADES INTEGRADAS DE TRÊS LAGOAS,AEMS,Privada,N,N,N,Faculdade,000000005008305,Três Lagoas,MS,Ativa
78,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,FAFIA,Pública,N,N,N,Faculdade,000000003200201,Alegre,ES,Ativa
20321,FACULDADE IMPACTO,,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Ativa
1156,Faculdade CNEC Alberto Torres,null,Privada,S,N,N,Faculdade,000000003301900,Itaboraí,RJ,Ativa
1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,UNILAGO,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Ativa
801,FACULDADE MONTENEGRO,FAM,Privada,N,N,N,Faculdade,000000002912103,Ibicaraí,BA,Extinta
339,FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT),null,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
14429,FACULDADE ANHANGUERA DE MACEIÓ,,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Ativa
4010,CENTRO UNIVERSITÁRIO METODISTA,IPA,Privada,S,S,N,Centro Universitário,000000004314902,Porto Alegre,RS,Ativa
4899,FACULDADE DE CIÊNCIAS MÉDICAS DA BAHIA,CIENCIAS MEDICAS,Privada,N,N,N,Faculdade,000000002927705,Santa Cruz Cabrália,BA,Extinta
14211,Faculdade Presidente Antônio Carlos de Nazareno,FUNEES,Privada,N,N,N,Faculdade,000000003144508,Nazareno,MG,Extinta
14785,FACULDADE DE TECNOLOGIA SENAI MARINGÁ,,Privada,N,N,N,Faculdade,000000004115200,Maringá,PR,Extinta
3146,FACULDADE DE ODONTOLOGIA DO RECIFE,FOR,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
762,FACULDADES INTEGRADAS DE FÁTIMA DO SUL,FIFASUL,Privada,N,N,N,Faculdade,000000005003801,Fátima do Sul,MS,Extinta
19913,Faculdade Estácio de Jataí Estácio Jataí,Estácio Jataí,Privada,N,N,N,Faculdade,000000005211909,Jataí,GO,Extinta
2113,FACULDADE DOM BOSCO DE PORTO ALEGRE,FDB,Privada,S,N,N,Faculdade,000000004314902,Porto Alegre,RS,Ativa
13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Privada,S,N,N,Universidade,000000004305108,Caxias do Sul,RS,Ativa
789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Pública,N,N,N,Universidade,000000001400100,Boa Vista,RR,Ativa
11752,FACULDADE SUDOESTE PAULISTA - TATUÍ - FSP,TATUÍ - FSP,Privada,N,N,N,Faculdade,000000003554003,Tatuí,SP,Extinta
19214,Faculdade Norte e Nordeste do Brasil,FANOR - BRASIL,Privada,N,N,N,Faculdade,000000002105427,Itinga do Maranhão,MA,Ativa
22634,FACULDADE FASIPE DE RONDONÓPOLIS,FFR,Privada,N,N,N,Faculdade,000000005107602,Rondonópolis,MT,Ativa
15468,Faculdade Presidente Antônio Carlos de Leopoldina,,Privada,N,N,N,Faculdade,000000003138401,Leopoldina,MG,Ativa
19555,Favenorte de Porteirinha,FAVEPORT,Privada,N,N,N,Faculdade,000000003152204,Porteirinha,MG,Ativa
1995,FACULDADE DE MEDICINA NOVA ESPERANÇA,FAMENE,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
983,FACULDADE PRUDENTE DE MORAES,FPM,Privada,N,N,N,Faculdade,000000003523909,Itu,SP,Extinta
20709,Faculdade Fecomercio Roraima,FACORR,Privada,N,N,N,Faculdade,000000001400100,Boa Vista,RR,Ativa
5315,Faculdades Unificadas de Iúna,FUI,Privada,N,N,N,Faculdade,000000003203007,Iúna,ES,Ativa
609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Pública,N,N,N,Universidade,000000004104808,Cascavel,PR,Ativa
15504,FACULDADE IRECÊ,FAI,Privada,N,N,N,Faculdade,000000002914604,Irecê,BA,Ativa
24392,FACULDADE DINÂMICA,FACDIN,Privada,N,N,N,Faculdade,000000005219704,Santa Terezinha de Goiás,GO,Ativa
